"","ccode","country","year","month","time","ins","reb","dpc","erv","ic","notes","coder","insnotes","dpcnotes","rebnotes","ervnotes","icnotes"
"19145",645,"Iraq",2013,3,"2013m3",1,0,1,1,0,"INS: Series of car bombs and suicide blasts 19 March killed 50, wounded 160 on 10th anniversary of U.S.-led invasion. String of attacks 24 March left at least 5 dead in Mosul; candidate in provincial elections assassinated in Baghdad. 25 killed","Cohen","","","","",""
"19146",645,"Iraq",2013,4,"2013m4",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19147",645,"Iraq",2013,5,"2013m5",1,0,1,1,0,"INS: Security continued to deteriorate following govt?s April deadly crackdown on Sunni protests, with sectarian attacks and bombings killing over 1,000 in May, deadliest month in 5 years. Armed forces 25 May launched military operation in west","Cohen","","","","",""
"19148",645,"Iraq",2013,6,"2013m6",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19149",645,"Iraq",2013,7,"2013m7",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19150",645,"Iraq",2013,8,"2013m8",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19151",645,"Iraq",2013,9,"2013m9",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19152",645,"Iraq",2013,10,"2013m10",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19153",645,"Iraq",2013,11,"2013m11",1,0,1,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19154",645,"Iraq",2013,12,"2013m12",1,0,1,1,0,"INS: Suicide bomber, member of Sahwa, hits funeral in Iraq; DPC: At least 10 people have been killed in violence as Iraqi security forces dismantled an anti-government protest camp in the western city of Ramadi ERV: Three suicide bomb attacks target Shia pilgrims in Iraq.","LC Team","Suicide bomb by Sahwa","10 people have been killed in violence as Iraqi security forces dismantled an anti-government protest cam","","Three suicide bomb attack Shia pilgrims",""
"20914",696,"United Arab Emirates",2013,1,"2013m1",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20915",696,"United Arab Emirates",2013,2,"2013m2",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20916",696,"United Arab Emirates",2013,3,"2013m3",0,0,0,0,0,"No reports of events (crisis watch, jane's, bbc, guardian, opensource)","Cohen","","","","",""
"20917",696,"United Arab Emirates",2013,4,"2013m4",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20918",696,"United Arab Emirates",2013,5,"2013m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20919",696,"United Arab Emirates",2013,6,"2013m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20920",696,"United Arab Emirates",2013,7,"2013m7",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20921",696,"United Arab Emirates",2013,8,"2013m8",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20922",696,"United Arab Emirates",2013,9,"2013m9",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20923",696,"United Arab Emirates",2013,10,"2013m10",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20924",696,"United Arab Emirates",2013,11,"2013m11",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20925",696,"United Arab Emirates",2013,12,"2013m12",0,0,0,0,0,"No reports of events (crisis watch, jane's, bbc, osc)","LC Team","","","","",""
"20741",694,"Qatar",2012,1,"2012m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20742",694,"Qatar",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
"20743",694,"Qatar",2012,3,"2012m3",0,0,0,0,0,"","Skantz","","","","",""
"20744",694,"Qatar",2012,4,"2012m4",0,0,0,0,0,"","Skantz","","","","",""
"20745",694,"Qatar",2012,5,"2012m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20746",694,"Qatar",2012,6,"2012m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20747",694,"Qatar",2012,7,"2012m7",0,0,0,0,0,"","Reichert","","","","",""
"20748",694,"Qatar",2012,8,"2012m8",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20749",694,"Qatar",2012,9,"2012m9",0,0,0,0,0,"No reports of EOIs (crisis watch, jane's, bbc)","Cohen","","","","",""
"20750",694,"Qatar",2012,10,"2012m10",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20751",694,"Qatar",2012,11,"2012m11",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20752",694,"Qatar",2012,12,"2012m12",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21063",698,"Oman",2012,1,"2012m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21064",698,"Oman",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
"21065",698,"Oman",2012,3,"2012m3",0,0,0,0,0,"","Skantz","","","","",""
"21066",698,"Oman",2012,4,"2012m4",0,0,0,0,0,"","Skantz","","","","",""
"21067",698,"Oman",2012,5,"2012m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21068",698,"Oman",2012,6,"2012m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21069",698,"Oman",2012,7,"2012m7",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21070",698,"Oman",2012,8,"2012m8",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21071",698,"Oman",2012,9,"2012m9",0,0,0,0,0,"No reports of EOIs (crisis watch, jane's, bbc)","Cohen","","","","",""
"21072",698,"Oman",2012,10,"2012m10",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21073",698,"Oman",2012,11,"2012m11",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"21074",698,"Oman",2012,12,"2012m12",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20580",692,"Bahrain",2012,1,"2012m1",0,0,1,0,0,"DPC - Ongoing into February","Bentley & Leonard","","","","",""
"20581",692,"Bahrain",2012,2,"2012m2",0,0,1,0,0,"","Skantz","","","","",""
"20582",692,"Bahrain",2012,3,"2012m3",0,0,1,0,0,"","Skantz","","","","",""
"20583",692,"Bahrain",2012,4,"2012m4",0,0,1,0,0,"Continued protest (Crisis Watch)","Skantz","","","","",""
"20584",692,"Bahrain",2012,5,"2012m5",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20585",692,"Bahrain",2012,6,"2012m6",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20586",692,"Bahrain",2012,7,"2012m7",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20587",692,"Bahrain",2012,8,"2012m8",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20588",692,"Bahrain",2012,9,"2012m9",0,0,1,0,0,"DPC: continued: Police 7 Sept violently dispersed anti-govt protestors defying demonstration ban in Manama; govt said would take legal action against al-Wefaq organisers. 29 anti-govt protesters arrested 21 Sept in Manama following demonstratio","Cohen","","","","",""
"20589",692,"Bahrain",2012,10,"2012m10",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20590",692,"Bahrain",2012,11,"2012m11",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20591",692,"Bahrain",2012,12,"2012m12",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19614",660,"Lebanon",2012,1,"2012m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19615",660,"Lebanon",2012,2,"2012m2",0,0,0,0,0,"","Leonard","","","","",""
"19616",660,"Lebanon",2012,3,"2012m3",0,0,0,0,1,"IC - Syrian army shells Lebanese territoy on occasion throughout the month. http://www.crisisgroup.org/en/publication-type/crisiswatch/crisiswatch-database.aspx?EndDate=99991231&StartDate=00010101&CountryIDs={B88F968D-7344-46FF-B440-9B24224EB6E","Leonard","","","","",""
"19617",660,"Lebanon",2012,4,"2012m4",0,0,0,1,1,"IC - Lebanese cameraman killed on Syrian border triggering internal political strife within Lebanon. http://www.crisisgroup.org/en/publication-type/crisiswatch/crisiswatch-database.aspx?EndDate=99991231&StartDate=00010101&CountryIDs={B88F968D-7","Leonard","","","","",""
"19618",660,"Lebanon",2012,5,"2012m5",0,0,0,1,1,"ERV - (Crisis Watch)  Killing of Sunni cleric Ahmed Abdul Wahid at army checkpoint sparks Beirut protests; string of violent incidents on Syrian border; BBC - Sunni-Alawaite clashes in city of Tripoli http://www.bbc.co.uk/news/world-middle-east","Reichert","","","","",""
"19619",660,"Lebanon",2012,6,"2012m6",0,0,0,1,1,"ERV - (Crisis Watch) Shiite gunmen erect roadblocks in Beirut; clashes erupt in Palestinian Nahr al-Bared refugee camp; BBC - more clashes in Tripoli over Syria http://www.bbc.co.uk/news/world-middle-east-18309534; Jane's - IED attack targets A","Reichert","","","","",""
"19620",660,"Lebanon",2012,7,"2012m7",0,0,0,1,1,"BBC - Syrian shells hit lebanon http://www.bbc.co.uk/news/world-middle-east-18751199; more violence at border with Syria http://www.bbc.co.uk/news/world-middle-east-18972098; CW - Lebanese Army deployed along border with Syria; clashes between","Reichert","","","","",""
"19621",660,"Lebanon",2012,8,"2012m8",0,0,0,1,1,"ERV: Month saw series of sectarian clashes, kidnappings: gunmen from group allegedly linked to Free Syrian Army (FSA) 14 Aug announced abduction in Syria of Hassan Salim al-Meqdad; al-Meqdad clan 16 Aug announced retaliatory abduction of Turkis","Cohen","","","","",""
"19622",660,"Lebanon",2012,9,"2012m9",0,0,0,1,1,"IC: Month saw continued, frequent cross-border incursions, kidnappings, shootings, shelling from Syria; opposition March 14 coalition 4 Sept called for expulsion of Syria?s ambassador. (crisis watch).    ERV: Hostages taken by al-Meqdad clan in","Cohen","","","","",""
"19623",660,"Lebanon",2012,10,"2012m10",0,0,0,1,1,"DPC:  Car bomb in Beirut 19 Oct killed 3, including intelligence chief General Wissam al-Hassan, triggering demonstrations and clashes. Opposition alleged Syrian involvement, called for govt resignation. Dozens clashed with security forces in B","Cohen","","","","",""
"19624",660,"Lebanon",2012,11,"2012m11",0,0,0,1,1,"DPC: Political crisis sparked by Oct assassination of Wissam Hassan continued: 14 March coalition repeated demands that govt resign, be replaced with ?neutral salvation cabinet? as pre-condition for talks; National Dialogue session delayed to 9","Cohen","","","","",""
"19625",660,"Lebanon",2012,12,"2012m12",0,0,0,1,1,"DPC: Boycott of govt by March 14 alliance, triggered by Oct assassination of Wissam Hassan, continued; dispute increasingly involving issue of new electoral legislation for 2013 parliamentary polls. March 14 alliance 28 Dec set incorporation of","Cohen","","","","",""
"20258",679,"Yemen",2012,1,"2012m1",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20259",679,"Yemen",2012,2,"2012m2",1,0,0,0,0,"","Skantz","","","","",""
"20260",679,"Yemen",2012,3,"2012m3",1,0,0,0,0,"","Skantz","","","","",""
"20261",679,"Yemen",2012,4,"2012m4",1,0,0,0,0,"Battle with AQAP continues; may need to go back and add rebellion","Skantz","","","","",""
"20262",679,"Yemen",2012,5,"2012m5",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20263",679,"Yemen",2012,6,"2012m6",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20264",679,"Yemen",2012,7,"2012m7",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20265",679,"Yemen",2012,8,"2012m8",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20266",679,"Yemen",2012,9,"2012m9",1,0,0,0,0,"INS: continued: Several assassination attempts including 22 Sept suicide bomb attack in Aden targeting former Islamist Abdul-Latif al-Sayed; Defense Minister Major General Muhammad Nasir Ahmad 11 Sept survived car bomb, 12 others killed; bomb t","Cohen","","","","",""
"20267",679,"Yemen",2012,10,"2012m10",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20268",679,"Yemen",2012,11,"2012m11",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20269",679,"Yemen",2012,12,"2012m12",1,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20419",690,"Kuwait",2012,1,"2012m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20420",690,"Kuwait",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
"20421",690,"Kuwait",2012,3,"2012m3",0,0,0,0,0,"","Skantz","","","","",""
"20422",690,"Kuwait",2012,4,"2012m4",0,0,0,0,0,"","Skantz","","","","",""
"20423",690,"Kuwait",2012,5,"2012m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20424",690,"Kuwait",2012,6,"2012m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20425",690,"Kuwait",2012,7,"2012m7",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20426",690,"Kuwait",2012,8,"2012m8",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20427",690,"Kuwait",2012,9,"2012m9",0,0,0,0,0,"No reports of EOIs (crisis watch, jane's, bbc)","Cohen","","","","",""
"20428",690,"Kuwait",2012,10,"2012m10",0,0,1,0,0,"DPC: Thousands protested mid- to late-Oct against govt changes to election law, criticised as attempt to limit opposition?s prospects at 1 Dec parliamentary elections. Govt changed law despite it being confirmed by Constitutional Court 25 Sept.","Cohen","","","","",""
"20429",690,"Kuwait",2012,11,"2012m11",0,0,1,0,0,"DPC: Ahead of 1 Dec elections, continued demonstrations protesting Oct change to voting rules; opposition groups continued to urge boycott of vote. Demonstrators clashed with police 31 Oct-1 Nov. Large opposition demonstration violently dispers","Cohen","","","","",""
"20430",690,"Kuwait",2012,12,"2012m12",0,0,1,0,0,"DPC: Controversial 1 Dec parliamentary election saw lowest ever turnout in Kuwait?s electoral history at 40%. Opposition hailed boycott a success, described election and new parliament dominated by pro-govt MPs as ?unconstitutional?; staged nea","Cohen","","","","",""
"19453",652,"Syria",2012,1,"2012m1",1,0,0,0,1,"","Levey & Skantz","","","","",""
"19454",652,"Syria",2012,2,"2012m2",1,0,0,0,1,"","Skantz","","","","",""
"19455",652,"Syria",2012,3,"2012m3",1,0,0,0,1,"","Skantz","","","","",""
"19456",652,"Syria",2012,4,"2012m4",1,0,0,0,1,"","Skantz","","","","",""
"19457",652,"Syria",2012,5,"2012m5",1,0,0,0,1,"INS - Throughout May, Syria experienced high levels of violence as the government attempts to fight off civilians who are unhappy with the current regime. In one incident, a family's house was attacked by shells from a mortar. In another incide","Malik","","","","",""
"19458",652,"Syria",2012,6,"2012m6",1,0,0,0,1,"INS - Syria experienced continuous violence throughout June. On one occasion, opponents claimed that government forces in the Hama provinces burnt children. On another occasion, government forces massacred people in the Qubair province. IC - In","Malik","","","","",""
"19459",652,"Syria",2012,7,"2012m7",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19460",652,"Syria",2012,8,"2012m8",1,0,0,0,1,"REB: I couldn't find any events that may be regarded as rebellion (crisis watch, jane's, bbc). INS: Month saw scores of civilians killed by clashes between rebel Free Syrian Army (FSA) and pro-regime forces fighting for control of Aleppo; govt","Cohen","","","","",""
"19461",652,"Syria",2012,9,"2012m9",1,0,0,0,1,"INS: Casualties and displacement continued to rise as fighting between rebel Free Syrian Army (FSA) and Syrian military continued, with regime forces conducting large-scale military operations, bombing raids on opposition-controlled areas. (cri","Cohen","","","","",""
"19462",652,"Syria",2012,10,"2012m10",1,0,0,0,1,"REB: I couldn't find any events that may be regarded as rebellion (crisis watch, jane's, bbc).           INS: Fighting between govt and rebels continued with reported death tolls frequently exceeding 100 per day, ongoing internal and external d","Cohen","","","","",""
"19463",652,"Syria",2012,11,"2012m11",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19464",652,"Syria",2012,12,"2012m12",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18970",640,"Turkey",2012,1,"2012m1",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18971",640,"Turkey",2012,2,"2012m2",0,1,0,0,0,"","Skantz","","","","",""
"18972",640,"Turkey",2012,3,"2012m3",0,1,0,0,0,"","Skantz","","","","",""
"18973",640,"Turkey",2012,4,"2012m4",0,1,0,0,1,"REB - PKK rebellion (Crisis Watch). IC - Syrian regime forces 9 April fired across border at refugee camp, prompting Turkish outrage (CrisisWatch).","","","","","",""
"18974",640,"Turkey",2012,5,"2012m5",0,1,0,0,1,"REB - There is continuing tension between the Turkish government and the Kurdish Workers' Party (PKK).","Malik","","","","",""
"18975",640,"Turkey",2012,6,"2012m6",0,1,0,0,1,"REB - Continuing   violence between PKK and Turkey after 8 Turkey soldiers are killed in a PKK attack in Southern Turkey. IC - The Syrian military shot down a plane flying over Turkish fighter jet for flying in airspace over Syrian waters (BBC)","Malik","","","","",""
"18976",640,"Turkey",2012,7,"2012m7",0,1,0,0,1,"BBC - Turkish fears of Kurdish autonomy in Syria http://www.bbc.co.uk/news/world-middle-east-19021766; PKK blamed for explosion in southeast Turkey http://www.bbc.co.uk/news/world-europe-18939172; Turkey upset at Hollande-proposed law on termin","Reichert","","","","",""
"18977",640,"Turkey",2012,8,"2012m8",0,1,0,0,1,"REB: Month saw increased violence between govt, PKK: in Hakkari Province 6 soldiers, 2 guards, 11 rebels killed 5 Aug at border post near Gecimili; attack on military convoy, ensuing clashes 23 Aug killed 6 soldiers, 26 militants; Hakkari gover","Cohen","","","","",""
"18978",640,"Turkey",2012,9,"2012m9",0,1,0,0,1,"REB: Security situation further deteriorated in southeast as PKK attacks continued to escalate, causing heavy military casualties. Major death tolls from clashes on 2 Sept in ?irnak, with 10 soldiers and 20 PKK dead; 9 Sept in ?emdinli, with at","Cohen","","","","",""
"18979",640,"Turkey",2012,10,"2012m10",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18980",640,"Turkey",2012,11,"2012m11",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18981",640,"Turkey",2012,12,"2012m12",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19292",651,"Egypt",2012,1,"2012m1",0,0,1,0,0,"DPC - Egyptian revolution. http://en.wikipedia.org/wiki/Egyptian_revolution_of_2011","Bentley & Leonard","","","","",""
"19293",651,"Egypt",2012,2,"2012m2",0,0,1,0,0,"","Skantz","","","","",""
"19294",651,"Egypt",2012,3,"2012m3",0,0,1,0,0,"","Skantz","","","","",""
"19295",651,"Egypt",2012,4,"2012m4",0,0,1,0,0,"","Skantz","","","","",""
"19296",651,"Egypt",2012,5,"2012m5",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19297",651,"Egypt",2012,6,"2012m6",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19298",651,"Egypt",2012,7,"2012m7",0,0,1,0,0,"BBC - Military blocks Morsi's attempts to reinstate parliament http://www.bbc.co.uk/news/world-middle-east-18800533, http://www.bbc.co.uk/news/world-middle-east-18785112;","Reichert","","","","",""
"19299",651,"Egypt",2012,8,"2012m8",1,0,1,0,0,"ideology. No sign that they seek  autonomy.   INS: Authorities launched largest military operation in Sinai since 1973 after militants 6 Aug attacked border post at Rafah killing 16 policemen, captured 2 armoured vehicles in attempt to penetra","Cohen","","","","",""
"19300",651,"Egypt",2012,9,"2012m9",1,0,1,0,0,"DPC: Some 3,000 protesters demonstrated outside U.S. embassy in Cairo 11 Sept over anti-Islam film; some 200 injured, 1 killed in following days as protesters clashed with security forces. Mubarak-era PM and presidential candidate Ahmed Shafiq","Cohen","","","","",""
"19301",651,"Egypt",2012,10,"2012m10",1,0,1,0,0,"DPC: Draft constitution released 10 Oct criticised by judiciary, opposition, civil society for shortcomings in human rights, separation of powers. Clashes erupted 12 Oct in Tahrir Square between ruling Muslim Brotherhood and opposition supporte","Cohen","","","","",""
"19302",651,"Egypt",2012,11,"2012m11",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19303",651,"Egypt",2012,12,"2012m12",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19936",666,"Israel",2012,1,"2012m1",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19937",666,"Israel",2012,2,"2012m2",0,0,0,0,1,"","Skantz","","","","",""
"19938",666,"Israel",2012,3,"2012m3",0,0,0,0,1,"","Skantz","","","","",""
"19939",666,"Israel",2012,4,"2012m4",0,0,0,0,1,"","Skantz","","","","",""
"19940",666,"Israel",2012,5,"2012m5",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19941",666,"Israel",2012,6,"2012m6",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19942",666,"Israel",2012,7,"2012m7",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19943",666,"Israel",2012,8,"2012m8",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19944",666,"Israel",2012,9,"2012m9",0,0,0,0,1,"IC: Thousands 14 Sept protested in Palestinian territories against anti-Islam film; hundreds protested, clashed with Israeli security forces in Jerusalem. Abbas 27 Sept announced he will seek UNGA vote on Palestine non-state membership. Jihadi","Cohen","","","","",""
"19945",666,"Israel",2012,10,"2012m10",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19946",666,"Israel",2012,11,"2012m11",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19947",666,"Israel",2012,12,"2012m12",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19775",663,"Jordan",2012,1,"2012m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19776",663,"Jordan",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
"19777",663,"Jordan",2012,3,"2012m3",0,0,0,0,0,"Potential IC - 80k refugees from Syria","Skantz","","","","",""
"19778",663,"Jordan",2012,4,"2012m4",0,0,0,0,0,"","Skantz","","","","",""
"19779",663,"Jordan",2012,5,"2012m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19780",663,"Jordan",2012,6,"2012m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19781",663,"Jordan",2012,7,"2012m7",0,0,0,0,0,"BBC - influx of refugees from Syria http://www.bbc.co.uk/news/world-middle-east-19042686;Muslim Brotherhood boycotts early elections http://www.bbc.co.uk/news/world-middle-east-18825221;","Reichert","","","","",""
"19782",663,"Jordan",2012,8,"2012m8",0,0,0,0,0,"IC: Jordanian and Syrian forces 10 Aug clashed on border when Syrian troops reportedly fired on refugees attempting to cross into Jordan. Jordan struggles with Syrian refugee influx  (crisis watch, http://www.bbc.co.uk/news/world-middle-east-19","Cohen","","","","",""
"19783",663,"Jordan",2012,9,"2012m9",0,0,0,0,0,"IC: no reports of clashes with Syrian forces in September (crisis watch, jane's, bbc)      DPC: About 200 protesters gathered mid-Sept in Amman demanding release of over a dozen opposition activists arrested during month; anti-govt protester Ba","Cohen","","","","",""
"19784",663,"Jordan",2012,10,"2012m10",0,0,0,0,0,"DPC: King Abdullah 4 Oct dissolved parliament, called for early elections before end 2012, 10 Oct appointed Abdullah Nsour as new PM; thousands of Islamists demonstrated in Amman 5 Oct calling for further reforms (crisis watch). But this doesn'","Cohen","","","","",""
"19785",663,"Jordan",2012,11,"2012m11",0,0,0,0,0,"DPC: 13 Nov announcement that govt fuel subsidies to be removed sparked nationwide protests, rioting, strikes 13-18 and 23 Nov, calls for PM Nsour?s resignation. Protests in Amman 16 and 30 Nov drew thousands, some protesters reportedly called","Cohen","","","","",""
"19786",663,"Jordan",2012,12,"2012m12",0,0,0,0,0,"DPC: King 11 Dec ordered release of over 100 protesters detained during Nov fuel protests (crisis watch). Gas price rises continued to spark anger and protests in Jordan in Dec but on a lower level compared to mid-Nov protests (http://www.bbc.c","Cohen","","","","",""
"20097",670,"Saudi Arabia",2012,1,"2012m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20098",670,"Saudi Arabia",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
"20099",670,"Saudi Arabia",2012,3,"2012m3",0,0,0,0,0,"","Skantz","","","","",""
"20100",670,"Saudi Arabia",2012,4,"2012m4",0,0,0,0,0,"Small protests (female students & seeking release of political prisoners)","Skantz","","","","",""
"20101",670,"Saudi Arabia",2012,5,"2012m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20102",670,"Saudi Arabia",2012,6,"2012m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20103",670,"Saudi Arabia",2012,7,"2012m7",0,0,1,0,0,"DPC - Massive protests over alleged vote-buying by PRI candidate","Leonard","","","","",""
"20104",670,"Saudi Arabia",2012,8,"2012m8",0,0,1,0,0,"DPC: On Aug 4, a soldier has been shot dead and another injured during a clash with protesters in eastern Saudi Arabia, according to state media. A protester was also killed in a firefight following the incident. (crisis watch, http://www.bbc.c","Cohen","","","","",""
"20105",670,"Saudi Arabia",2012,9,"2012m9",0,0,1,0,0,"DPC: demonstrations and unrest in Eastern province continued: Several protests held late Sept demanding release of political prisoners; police violently dispersed protesters, reportedly killing 3, around 60 arrested. (crisis watch, jane's, http","Cohen","","","","",""
"20106",670,"Saudi Arabia",2012,10,"2012m10",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20107",670,"Saudi Arabia",2012,11,"2012m11",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20108",670,"Saudi Arabia",2012,12,"2012m12",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19131",645,"Iraq",2012,1,"2012m1",1,0,0,1,0,"","Levey & Skantz","","","","",""
"19132",645,"Iraq",2012,2,"2012m2",1,0,0,1,0,"","Skantz","","","","",""
"19133",645,"Iraq",2012,3,"2012m3",1,0,0,1,0,"","Skantz","","","","",""
"19134",645,"Iraq",2012,4,"2012m4",1,0,0,1,0,"","Skantz","","","","",""
"19135",645,"Iraq",2012,5,"2012m5",1,0,0,1,0,"ERV - In June, religious sectarian violence continued as two dozen people were illed in an attack on the offices of the Shia Waqf (BBC). In another incident, 15 people were killed in a Shia funeral Baquba (BBC).  INS - This violence is often ca","Malik","","","","",""
"19136",645,"Iraq",2012,6,"2012m6",1,0,0,1,0,"ERV - In May, Shia and Sunni violence continued. In one incident, 3 Lebanese Shias were killed and seven were injured. In another incident, later in the month, 12 Shia were killed and 29 were wounded in the Shia district of Shula(BBC). INS - Th","Malik","","","","",""
"19137",645,"Iraq",2012,7,"2012m7",1,0,0,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19138",645,"Iraq",2012,8,"2012m8",1,0,0,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19139",645,"Iraq",2012,9,"2012m9",1,0,0,1,0,"ERV: continued: 7 Sept blasts in Kirkuk, including at 2 Shiite mosques, killed at least 8, wounded 70. (crisis watch, jane's)        INS: continued: Attacks 9 Sept throughout country killed over 70, wounded over 200. Suicide car bomber 17 Sept","Cohen","","","","",""
"19140",645,"Iraq",2012,10,"2012m10",1,0,0,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19141",645,"Iraq",2012,11,"2012m11",1,0,0,1,0,"","Auto-coded by SAE, Inc.","","","","",""
"19142",645,"Iraq",2012,12,"2012m12",1,0,1,1,0,")                            ERV: Several killed by car bombs, roadside bombs targeting Shia places of worship in Kirkuk 16 Dec; car bomb near Patriotic Union of Kurdistan (PUK) office north of Baghdad killed 2 security recruits (crisis watch).","Cohen","","","","",""
"20902",696,"United Arab Emirates",2012,1,"2012m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20903",696,"United Arab Emirates",2012,2,"2012m2",0,0,0,0,0,"","Skantz","","","","",""
