"","ccode","country","year","month","time","ins","reb","dpc","erv","ic","notes","coder","insnotes","dpcnotes","rebnotes","ervnotes","icnotes"
"20281",679,"Yemen",2013,12,"2013m12",1,1,0,1,0,"INS: Six suspected al-Qaeda militants and three soldiers have been killed in clashes in eastern Yemen, the country's defence ministry has said.REB: Southern separatists using vehicles with mounted machine guns attacked an army checkpoint in al-Habilayn in Yemen's Lahij Province, killing 10 soldiers on 30 December. In the neighbouring province of al-Dali', tribal leaders and southern separatists gave the army 72 hours to leave the province, which expires on 1 January 2014.ERV: THREE people were killed and several others were wounded when Shia Muslim Al-Shabaab al-Muminin fighters launched a series of mortar shells targeting Sunni Muslim Salafist targets in the town of Dammaj in Yemen's Saada governorate on 17 November, Reuters reported.IC: FIFTEEN people were killed in an air strike which targeted a wedding convoy after it was reportedly mistaken for an Al-Qaeda in the Arabian Peninsula (AQAP) convoy near the town of Raada in Yemen's Al-Bayda governorate on 12 Decembe","LC Team","al-Qaeda militants killed in clashes with security","","Southern separatists killed 10 soldiers","Shia Muslim Al-Shabaab al-Muminin fighters launched a series of mortar shells targeting Sunni Muslim","fifteen people killed in air strike targeting AQAP"
"20431",690,"Kuwait",2013,1,"2013m1",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20432",690,"Kuwait",2013,2,"2013m2",0,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20433",690,"Kuwait",2013,3,"2013m3",0,0,1,0,0,"DPC:  No reports of mass demonstrations or protests in March (crisis watch, jane's, bbc, guardian, opensource). But Protest resumed in Apri (jane's)","Cohen","","","","",""
"20434",690,"Kuwait",2013,4,"2013m4",0,0,1,0,0,"DPC: Sentencing of key opposition leader and former MP Mussallam al-Barrak to 5 years? prison 15 April for insulting emir breathed new life into flagging protest movement. Human Rights Watch 16 April urged govt to drop charges against Barrak. B","Cohen","","","","",""
"20435",690,"Kuwait",2013,5,"2013m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20436",690,"Kuwait",2013,6,"2013m6",0,0,0,0,0,". The opposition has vowed to maintain its electoral boycott and the next parliament will therefore be largely pro-government. No reports of mass demonstrations in May and June 2013. I therefore coded DPC 0. Smooth away May DPC.","LC Team","","","","",""
"20437",690,"Kuwait",2013,7,"2013m7",0,0,0,0,0,"DPC: general security crackdown, possibly targeting foreign ex-pats and immigrants; foreign officials concerned, but negligable popular protest (Opensource, Indian Official Hold Meeting With Kuwaiti Dignitaries on 'Ongoing Security Crackdown', Kuwait's Foreign Labor: Here Today, Gone Tomorrow); some boycotts of Parliamentary elections, but did not disrupt normal flow of elections (Opensource, Kuwaiti groups boycotting, participating in polls)","LC Team","","General security crackdown, possibly targeting foreign ex-pats and immigrants; foreign officials concerned, but negligable popular protest","","",""
"20438",690,"Kuwait",2013,8,"2013m8",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20439",690,"Kuwait",2013,9,"2013m9",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20440",690,"Kuwait",2013,10,"2013m10",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20441",690,"Kuwait",2013,11,"2013m11",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"20442",690,"Kuwait",2013,12,"2013m12",0,0,0,0,0,"No reports of events (crisis watch, jane's, bbc, osc)","LC Team","","","","",""
"19465",652,"Syria",2013,1,"2013m1",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19466",652,"Syria",2013,2,"2013m2",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19467",652,"Syria",2013,3,"2013m3",1,0,0,0,1,"INS: Fighting between govt and rebels continued. First credible reports emerged of chemical weapons use: govt and rebels accused each other of firing a rocket loaded with chemical agents near Aleppo 19 March; opposition 25 March said govt kill","Cohen","","","","",""
"19468",652,"Syria",2013,4,"2013m4",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19469",652,"Syria",2013,5,"2013m5",1,0,0,0,1,"INS: Opposition accused regime forces of massacre, killing at least 50 people in Baida 2 May. Fighting ongoing in al-Qusayr between Syrian rebels and govt troops backed by Hizbollah fighters. Regime forces 8 May retook strategic town Khirbet Gh","Cohen","","","","",""
"19470",652,"Syria",2013,6,"2013m6",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19471",652,"Syria",2013,7,"2013m7",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19472",652,"Syria",2013,8,"2013m8",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19473",652,"Syria",2013,9,"2013m9",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19474",652,"Syria",2013,10,"2013m10",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19475",652,"Syria",2013,11,"2013m11",1,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19476",652,"Syria",2013,12,"2013m12",1,0,0,0,1,"INS: Dozens of Islamist rebels have been killed by a Syrian army ambush in a strategic area near the capital Damascus; IC: The Syrian rebel groups pulling in foreign fighters; chemical weapons removal ","LC Team","Islamist rebels have been killed by a Syrian army","","","ERV is present, but it's derivative of the dpc",""
"18982",640,"Turkey",2013,1,"2013m1",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18983",640,"Turkey",2013,2,"2013m2",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18984",640,"Turkey",2013,3,"2013m3",0,1,0,0,1,"REB: Jailed leader of outlawed Kurdistan Workers? Party (PKK) ?calan?s 21 March call to militants for eventual ceasefire and withdrawal to outside Turkish borders boosted peace prospects between govt and Kurdish insurgency. PM Erdo?an  said ?ca","Cohen","","","","",""
"18985",640,"Turkey",2013,4,"2013m4",0,1,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18986",640,"Turkey",2013,5,"2013m5",0,1,1,0,1,"DPC: the May Day protests in Turkey led to violent clashes between police and protesters in Taksim Square, central Istanbul. The police used tear gas and water cannon to disperse rioters who opposed the ban on May Day protests that had been imp","Cohen","","","","",""
"18987",640,"Turkey",2013,6,"2013m6",0,1,1,0,1,"DPC: Environmental demonstration that began 27 May against govt?s plans to develop Istanbul?s Gezi Park escalated into large-scale anti-govt protests 31 May, spread to over 60 provinces. Police crackdown and clashes left 4 people dead, over 7,0","LC Team","","","","",""
"18988",640,"Turkey",2013,7,"2013m7",0,1,1,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18989",640,"Turkey",2013,8,"2013m8",0,1,1,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18990",640,"Turkey",2013,9,"2013m9",0,1,1,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18991",640,"Turkey",2013,10,"2013m10",0,1,1,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18992",640,"Turkey",2013,11,"2013m11",0,1,1,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"18993",640,"Turkey",2013,12,"2013m12",0,1,1,0,1,"DPC: Turkish police have used tear gas against thousands of anti-government protesters in Istanbul as Prime Minister Recep Tayyip Erdogan vowed to break the hands of ""plotters"".(BBC) AN ADMINISTRATION office of the ruling Adalet ve Kalkinma Partisi (AKP) was the target of a double improvised explosive device (IED) attack by four unidentified assailants in the city of Diyarbakir in Turkey's Diyarbakir province on 9 December, Trend.Az (Jane's); REB:  FOUR soldiers were kidnapped by suspected Partiya Karkeren Kurdistan (PKK) militants at a checkpoint erected by the militants near the town of Lice in Turkey's Diyarbakir province on 8 December, Hurriyet Daily News reported. The militants also set three vehicles on fire. The soldiers were released unharmed in the province early on 9 December after ethnic Kurdish politicians intervened.IC: No indication of cessation","LC Team","","Turkish police clash with protesters"," FOUR soldiers were kidnapped by suspected Partiya Karkeren Kurdistan (PKK) militants at a checkpoint erected by the militants; also set vehicles on fire. ","","No indication of cessation"
"19304",651,"Egypt",2013,1,"2013m1",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19305",651,"Egypt",2013,2,"2013m2",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19306",651,"Egypt",2013,3,"2013m3",1,0,1,0,0,"INS: Sinai security forces late month reportedly arrested 25 Hamas and Al-Qaida militants attempting to cross to Nile Delta, found weapons cache in El-Arish (crisis watch). Some reports in jane's.                                 DPC: Amid ongoi","Cohen","","","","",""
"19307",651,"Egypt",2013,4,"2013m4",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19308",651,"Egypt",2013,5,"2013m5",1,0,1,0,0,"INS: Tensions in Sinai ongoing; armed group 16 May abducted 7 security officers, called for release of jailed militants; army 22 May freed officers (crisis watch). Reports also in jane's.                            DPC: Political stalemate betw","Cohen","","","","",""
"19309",651,"Egypt",2013,6,"2013m6",1,0,1,0,0,"INS:  Tensions in Sinai ongoing. A SECURITY officer was killed when unidentified militants, travelling in a moving vehicle, opened fire on a police station in the city of El-Arish in Egypt?s North Sinai governorate on 9 June, Maan News Agency r","LC Team","","","","",""
"19310",651,"Egypt",2013,7,"2013m7",1,0,1,0,0,"INS: Certain Islamist groups have formed, such as Ansar al-Sharia formed from the Sinai-based group Al-Salafiyya al-Jihadiyya fi Sinai , in reaction to the overthrow of Mohammed Morsi and professing the intent to use violence (Jane's, Ansar al-Sharia in Egypt threatens violence; Al-Salafiyya al-Jihadiyya fi Sinai threaten attacks in Egypt); A significant portion of demonstrations calling for the return of former President Morsi have spilled over into isolated bombings; (Jane's, Explosive device attack kills one person in Dakhalia)","LC Team","Certain Islamist groups have formed, such as Ansar al-Sharia formed from the Sinai-based group Al-Salafiyya al-Jihadiyya fi Sinai , in reaction to the overthrow of Mohammed Morsi and professing the intent to use violence; A significant portion of demonstrations calling for the return of former President Morsi have spilled over into isolated bombings; (Jane's, Explosive device attack kills one person in Dakhalia)","There are continued widespread, sometimes violent protests by pro-Morsi supporters, as well as violence by state security forces, in light of the former President's ouster ","","There have occurred multiple attacks on Christian Copts during the course of popular protests ",""
"19311",651,"Egypt",2013,8,"2013m8",1,0,1,0,0,"DPC: Violence by security forces against supporters of former president Morsi continued; daily pro-Morsi protests and sit-ins culminated in 14 Aug army crackdown on Morsi supporters in Nahda and Rabaa al-Adawiya squares in Cairo, some 500 reportedly killed and many injured; army declared curfew and state of emergency. Morsi supporters staged further protests 30 Aug; at least 6 reported killed in clashes with police. Cycle of violence that began 14 Aug believed to have claimed over 1,000 lives. Army continued arrests of Muslim Brotherhood (MB) leaders, including MB supreme guide Mohammed Badie on charges of inciting violence; govt 17 Aug announced it is engaged in ?war on terror?, considered dissolving MB, however Interim PM Beblawi 27 Aug said would instead monitor group. Retribution killings against army and police officers increased in major cities including Giza, Ismailia and Alexandria (crisis watch). Many reports in jane's. ","LC Team","Violence in Sinai continued, militants 19 Aug killed at least 25 Egyptian soldiers in the border city of Rafah","Violence by security forces against supporters of former president Morsi continued; daily pro-Morsi protests and sit-ins culminated in 14 Aug army crackdown on Morsi supporters in Nahda and Rabaa al-Adawiya squares in Cairo, some 500 reportedly killed and many injured; army declared curfew and state of emergency"," ","Pro-Morsi militants 14, 16 Aug reportedly attacked several churches, prompting Coptic Church to declare support for army, police. Additional reports of sectarian violence","Egypt increasingly isolated internationally as army repression widely condemned; EU 21 Aug restricted arms sales to Egypt, will review aid (crisis watch). But this is not IC, no threat of war with foreign states.  "
"19312",651,"Egypt",2013,9,"2013m9",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19313",651,"Egypt",2013,10,"2013m10",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19314",651,"Egypt",2013,11,"2013m11",1,0,1,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19315",651,"Egypt",2013,12,"2013m12",1,0,1,0,0,"INS:1) At least 15 people have been killed and more than 100 others injured in a car bomb attack on a security building in northern Egypt, officials say; 2)The military-backed interim Egyptian government has declared the Muslim Brotherhood a terrorist group after blaming it for a deadly attack on a police HQ earlier this week.;  DPC: Islamist protesters killed a taxi driver who tried to drive through a demonstration in Egypt, officials say (BBC); ","LC Team","15 people killed and 100 injured after attack speculated by MB","taxi driver killed in protest clashes","","",""
"19948",666,"Israel",2013,1,"2013m1",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19949",666,"Israel",2013,2,"2013m2",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19950",666,"Israel",2013,3,"2013m3",0,0,0,0,1,"IC: New Israeli govt sworn in 18 March after 5-party coalition deal agreed 15 March; new coalition includes PM Netanyahu?s Likud-Beitenu right-wing alliance, new centrist Yesh Atid party, peace-process focused Hatnua party and national religiou","Cohen","","","","",""
"19951",666,"Israel",2013,4,"2013m4",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19952",666,"Israel",2013,5,"2013m5",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19953",666,"Israel",2013,6,"2013m6",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19954",666,"Israel",2013,7,"2013m7",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19955",666,"Israel",2013,8,"2013m8",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19956",666,"Israel",2013,9,"2013m9",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19957",666,"Israel",2013,10,"2013m10",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19958",666,"Israel",2013,11,"2013m11",0,0,0,0,1,"","Auto-coded by SAE, Inc.","","","","",""
"19959",666,"Israel",2013,12,"2013m12",0,0,0,0,1,"IC: Israel has fired shells into Lebanon, after two Katyusha-style rockets landed in northern Israel, in a field west of Kyriat Shmona.","LC Team","","","","","Israel fired shells into Lebanon"
"19787",663,"Jordan",2013,1,"2013m1",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19788",663,"Jordan",2013,2,"2013m2",0,0,0,0,0,"DPC: In first protests since 23 Jan parliamentary election, hundreds of opposition Muslim Brotherhood supporters demonstrated in Amman 22 Feb to demand faster political reform; opposition protests also held throughout country (crisis watch, htt","Cohen","","","","",""
"19789",663,"Jordan",2013,3,"2013m3",0,0,0,0,0,"(opensource, March 25). I suggest coding DPC 1 and check again next month.                                   IC: U.S. President Obama 22 March met King Abdullah II in Amman, discussed Syria and Israel/Palestine conflict; Obama pledged $200 mil","Cohen","","","","",""
"19790",663,"Jordan",2013,4,"2013m4",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19791",663,"Jordan",2013,5,"2013m5",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19792",663,"Jordan",2013,6,"2013m6",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19793",663,"Jordan",2013,7,"2013m7",0,0,0,0,0,"","Auto-coded by SAE, Inc.","","","","",""
"19794",663,"Jordan",2013,8,"2013m8",0,0,0,0,0,"DPC: Demonstrators in Karak, Irbid and Tafileh called for the departure of Ensour?s government after its decision to raise electricity prices and combat corruption. In Aqaba, the Islamic Action Front demonstrated to denounce the government?s silence over massacres in Egypt. In Ma?an, ?thousands? participated in a demonstration organized by the Islamic movement, Salafist Jihadists and some union and party leaders. Demonstrators denounced the bloodshed in Egypt and called for the departure of Abdel Fattah al-Sisi. In Amman, the Islamic movement demonstrated in front of Al Husseini mosque to denounce leaders of the coup in Egypt. Salafist Jihadists also participated in the sit-in (opensource, Aug 18). News sites reported that 250 Islamists protested in Irbid on Friday to call for ?genuine and tangible economic and political reforms in the kingdom (opensource, Aug 25). Riots in Irbid over election results: Khaberni reported that riots erupted in Irbid last night in protest of the Municipality election results; protestors were upset that Hussein Bani Hani won. Protestors burned the Al Sareeh building, blocked a road near Al Sareeh with tires, threw stones and burned area traffic lights. Gendarmerie used tear gas to disperse the protestors (opensource, Aug 29). I kept DPC 0, although this is a very ""light"" DPC. A historical review is need to determine if we want to smooth away this whole DPC (notes from Feb and Mar also show a very weak DPC in Jordan). ","LC Team","","Demonstrators in Karak, Irbid and Tafileh called for the departure of Ensour's government after its decision to raise electricity prices and combat corruption. In Aqaba, the Islamic Action Front demonstrated to denounce the government's silence over massacres in Egypt"," ","",""
